post_id,post_message,post_time,post_shares,post_comments_count,post_reactions_count,comment_id,comment_from,comment_psid,comment_text,comment_time,comment_likes
261674953942913_979546117712835,"Conmemoramos el bicentenario de la heroica gesta de los Treinta y Tres Orientales que partieron desde nuestra costa a liberar a la hermana República Oriental del Uruguay, un hecho histórico que une a nuestros pueblos en una misma causa: la libertad.

Parte del homenaje a estos héroes fue la inauguración del nuevo Paseo Costero 33 Orientales, en Beccar, donde se encuentra el monumento a estos históricos valientes. Tanto el paseo como los monumentos fueron completamente renovados y restaurados para que vecinos y visitantes puedan conocer y valorar este capítulo clave de nuestra historia compartida.

Compartimos este momento histórico con representanes de la Embajada del Uruguay, representantes de instituciones del país vecino, funcionarios municipales y representantes de la Prefectura Naval Argentina.",2025-05-08T16:25:27+0000,0,5,55,979546117712835_3131881773629190,,,Ese intendente que solucione el hospital se cae a pedazos ....y que baje los impuestos .....está en modo saqueo .....nada funciona en san isidro,2025-05-08T18:16:28+0000,3
261674953942913_979546117712835,"Conmemoramos el bicentenario de la heroica gesta de los Treinta y Tres Orientales que partieron desde nuestra costa a liberar a la hermana República Oriental del Uruguay, un hecho histórico que une a nuestros pueblos en una misma causa: la libertad.

Parte del homenaje a estos héroes fue la inauguración del nuevo Paseo Costero 33 Orientales, en Beccar, donde se encuentra el monumento a estos históricos valientes. Tanto el paseo como los monumentos fueron completamente renovados y restaurados para que vecinos y visitantes puedan conocer y valorar este capítulo clave de nuestra historia compartida.

Compartimos este momento histórico con representanes de la Embajada del Uruguay, representantes de instituciones del país vecino, funcionarios municipales y representantes de la Prefectura Naval Argentina.",2025-05-08T16:25:27+0000,0,5,55,979546117712835_667140092955361,,,Despues de 40 años tenemos un joven politico serio catolico honesto y austero y con vocacion republicana. SOSTENGO Y DEBEMOS DE APOYARLO. Costo mucho llegar a esto.,2025-05-08T18:36:49+0000,0
261674953942913_979546117712835,"Conmemoramos el bicentenario de la heroica gesta de los Treinta y Tres Orientales que partieron desde nuestra costa a liberar a la hermana República Oriental del Uruguay, un hecho histórico que une a nuestros pueblos en una misma causa: la libertad.

Parte del homenaje a estos héroes fue la inauguración del nuevo Paseo Costero 33 Orientales, en Beccar, donde se encuentra el monumento a estos históricos valientes. Tanto el paseo como los monumentos fueron completamente renovados y restaurados para que vecinos y visitantes puedan conocer y valorar este capítulo clave de nuestra historia compartida.

Compartimos este momento histórico con representanes de la Embajada del Uruguay, representantes de instituciones del país vecino, funcionarios municipales y representantes de la Prefectura Naval Argentina.",2025-05-08T16:25:27+0000,0,5,55,979546117712835_1040588270783698,,,"Ramón Lanús  DEJA DE MENTIR Y ROBAR!,
JAJAJA 🤣HASTA  LOS 🥚

https://www.instagram.com/reel/DJYRcTCMF2g/?igsh=YzljYTk1ODg3Zg==",2025-05-08T17:55:57+0000,0
261674953942913_979043787763068,"Te esperamos el martes 13 de mayo a las 18:30 en el Club Villa Primavera (Beruti 2562, Martínez), para contarte lo que estuvimos haciendo hasta ahora y, sobre todo, los planes que tenemos para Martínez y todo San Isidro.

Anotate para participar ingresando a: https://forms.gle/F1ZVZYqeCNJmWEvx8",2025-05-07T22:06:22+0000,0,12,32,979043787763068_2179334235916889,,,"No hacen nada hace 3 meses que no anda la luminaria en Martin Rodríguez al 1100 , barrenderos brillan por su ausencia, villa Adelina es una mugre total , pero eso sí no se olvidan en mandar el impuesto municipal con aumento vergüenza les tendría que dar!",2025-05-07T22:11:49+0000,0
261674953942913_979043787763068,"Te esperamos el martes 13 de mayo a las 18:30 en el Club Villa Primavera (Beruti 2562, Martínez), para contarte lo que estuvimos haciendo hasta ahora y, sobre todo, los planes que tenemos para Martínez y todo San Isidro.

Anotate para participar ingresando a: https://forms.gle/F1ZVZYqeCNJmWEvx8",2025-05-07T22:06:22+0000,0,12,32,979043787763068_1470800095048577,,,"como es la historieta? necesitas mi nombre completo y mi numero de DNI? donde vivo... con todos esos datos accedes a mi estado personal... nunca, pero nunca en gestiones anteriores, me pidieron mi DNI, ni ningun tipo de dato para ingresar a una reunion politica... Inclusive cuando uno requeria una reunion privada con el Intendente con el nombre y el motivo de dicha entrevista eran mas que suficientes... pero claro... el que desconfia habla de su condicion.... De que planes van a hablar? de como estan destruyendo a mi adorado San Isidro? no.... no me presto a semejante payasada...",2025-05-07T22:32:20+0000,3
261674953942913_979043787763068,"Te esperamos el martes 13 de mayo a las 18:30 en el Club Villa Primavera (Beruti 2562, Martínez), para contarte lo que estuvimos haciendo hasta ahora y, sobre todo, los planes que tenemos para Martínez y todo San Isidro.

Anotate para participar ingresando a: https://forms.gle/F1ZVZYqeCNJmWEvx8",2025-05-07T22:06:22+0000,0,12,32,979043787763068_681191964638122,,,"Yo, fuí al hipódromo el 15/4 . La verdad que ningún Intendente rindió cuentas como él . No , se quejen si para presenciar les piden los datos. Es normal! Cualquier app que usamos los pide , están en el padrón electoral, en todos las compañías de celulares y más. La verdad las más de 1.500 personas que asistimos lo aplaudimos de pie",2025-05-07T23:10:27+0000,2
261674953942913_979043787763068,"Te esperamos el martes 13 de mayo a las 18:30 en el Club Villa Primavera (Beruti 2562, Martínez), para contarte lo que estuvimos haciendo hasta ahora y, sobre todo, los planes que tenemos para Martínez y todo San Isidro.

Anotate para participar ingresando a: https://forms.gle/F1ZVZYqeCNJmWEvx8",2025-05-07T22:06:22+0000,0,12,32,979043787763068_672147912641846,,,Prefiero que me corten las orejas y me las hagan masticar antes que escuchar a este INUTIL!,2025-05-07T22:51:38+0000,2
261674953942913_979043787763068,"Te esperamos el martes 13 de mayo a las 18:30 en el Club Villa Primavera (Beruti 2562, Martínez), para contarte lo que estuvimos haciendo hasta ahora y, sobre todo, los planes que tenemos para Martínez y todo San Isidro.

Anotate para participar ingresando a: https://forms.gle/F1ZVZYqeCNJmWEvx8",2025-05-07T22:06:22+0000,0,12,32,979043787763068_973718511270535,,,La mejor gestión son los echos y este inútil te quiere chamuyar y desde que asumió esta haciendo estragos en salud esparcimiento limpieza y en seguridad un inútil importante,2025-05-07T23:53:48+0000,1
261674953942913_979043787763068,"Te esperamos el martes 13 de mayo a las 18:30 en el Club Villa Primavera (Beruti 2562, Martínez), para contarte lo que estuvimos haciendo hasta ahora y, sobre todo, los planes que tenemos para Martínez y todo San Isidro.

Anotate para participar ingresando a: https://forms.gle/F1ZVZYqeCNJmWEvx8",2025-05-07T22:06:22+0000,0,12,32,979043787763068_480830758384918,,,Barrer las calles ?,2025-05-08T16:28:53+0000,0
261674953942913_979043787763068,"Te esperamos el martes 13 de mayo a las 18:30 en el Club Villa Primavera (Beruti 2562, Martínez), para contarte lo que estuvimos haciendo hasta ahora y, sobre todo, los planes que tenemos para Martínez y todo San Isidro.

Anotate para participar ingresando a: https://forms.gle/F1ZVZYqeCNJmWEvx8",2025-05-07T22:06:22+0000,0,12,32,979043787763068_1050006047007782,,,El día de San Isidro Labrador?,2025-05-08T00:47:49+0000,0
261674953942913_979043787763068,"Te esperamos el martes 13 de mayo a las 18:30 en el Club Villa Primavera (Beruti 2562, Martínez), para contarte lo que estuvimos haciendo hasta ahora y, sobre todo, los planes que tenemos para Martínez y todo San Isidro.

Anotate para participar ingresando a: https://forms.gle/F1ZVZYqeCNJmWEvx8",2025-05-07T22:06:22+0000,0,12,32,979043787763068_675409548579612,,,Estamos esperando que comiencen con la poda y recorte de raíces de los árboles.....están destrozando las veredas y el asfalto....para cuando????,2025-05-08T02:30:55+0000,0
261674953942913_979043787763068,"Te esperamos el martes 13 de mayo a las 18:30 en el Club Villa Primavera (Beruti 2562, Martínez), para contarte lo que estuvimos haciendo hasta ahora y, sobre todo, los planes que tenemos para Martínez y todo San Isidro.

Anotate para participar ingresando a: https://forms.gle/F1ZVZYqeCNJmWEvx8",2025-05-07T22:06:22+0000,0,12,32,979043787763068_2984337271746630,,,"Hay que escuchar nomás? No sé puede preguntar, cuestionar?",2025-05-08T03:13:01+0000,0
261674953942913_979043787763068,"Te esperamos el martes 13 de mayo a las 18:30 en el Club Villa Primavera (Beruti 2562, Martínez), para contarte lo que estuvimos haciendo hasta ahora y, sobre todo, los planes que tenemos para Martínez y todo San Isidro.

Anotate para participar ingresando a: https://forms.gle/F1ZVZYqeCNJmWEvx8",2025-05-07T22:06:22+0000,0,12,32,979043787763068_1442945103740121,,,CUANDO TE VAS A OCUPAR DE LA SALUD Y DE LOS BARRIOS,2025-05-07T23:35:37+0000,1
261674953942913_979043787763068,"Te esperamos el martes 13 de mayo a las 18:30 en el Club Villa Primavera (Beruti 2562, Martínez), para contarte lo que estuvimos haciendo hasta ahora y, sobre todo, los planes que tenemos para Martínez y todo San Isidro.

Anotate para participar ingresando a: https://forms.gle/F1ZVZYqeCNJmWEvx8",2025-05-07T22:06:22+0000,0,12,32,979043787763068_729401423123711,,,Cuando vienen a podar?,2025-05-07T22:12:55+0000,1
261674953942913_979043787763068,"Te esperamos el martes 13 de mayo a las 18:30 en el Club Villa Primavera (Beruti 2562, Martínez), para contarte lo que estuvimos haciendo hasta ahora y, sobre todo, los planes que tenemos para Martínez y todo San Isidro.

Anotate para participar ingresando a: https://forms.gle/F1ZVZYqeCNJmWEvx8",2025-05-07T22:06:22+0000,0,12,32,979043787763068_2092411561235733,,,"Desde que asumió no existe un plan de gobierno. Si existe un plan casta para enriquecerse. Lo que no hicieron en un año y cinco meses lo quieren venir hacer ahora para chamuyar a la gente así este año los votan, dejen de engañar a los vecinos. Hoy en la sesión del Concejo Deliberante de San Isidro un concejal de Ramón Lanús dijo que gobernar es difícil no fácil, ya nos dimos cuenta por el desastre que están haciendo todos los días,  deberían renunciar todos y dedicarse a otra cosa. Pónganse a estudiar burros. Claramente lo que hacen es para sacar rédito en términos de Campaña electoral a ver si alguien los vota porque evidentemente los Sanisidrenses proclaman por la vuelta de Gustavo Posse y de ser así pierden por goleada.
#inutilnauta
#termilaconelmismoversodel2023",2025-05-07T22:14:07+0000,3
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_1825713818271077,,,"Buenos días. Por favor tenemos una vecina con la preocupación de un árbol que le está levantando la vereda y se dirige hacia la casa, además de todo lo que implica debajo de la misma como caños de gas y agua. Muchas gracias. El tema barrido de veredas calle Beltrán al 800 está ausente con el agravante de las hojas caídas debido a la estación otoño.",2025-05-06T15:56:30+0000,2
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_1049885980352050,,,"Hola, intento comunicarme por MAIL con el Juzgado de Faltas de San Isidro, y me rebotan las casillas o no responden. Intento por teléfono, y llamo y se corta. Es inaccesible la comunicación.  

Es por una falta que le corresponde al anterior dueño, yo compre un automovil con libredeuda pero la falta la hizo unos días antes de la compra. Necesito me ayuden con esto por favor..",2025-05-06T15:14:30+0000,0
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_1060767102583754,,,Hace un año y medio tengo hecho un reclamo x vereda y pared de mi casa rotas x los árboles. Quien se va a hacer cargo si alguien se tropieza? Saquen los árboles y arreglen la vereda!. Exp 15397/2023. Incidente número 7275781,2025-05-07T16:20:07+0000,0
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_1903529043733927,,,"Nunca van a poner contadores en los semáforos? Todos cortan de golpe, si frenas t tocan seguro, aunq vengas a 20. No quieren enseñar, solo buscan recaudar como sea.",2025-05-10T05:35:05+0000,0
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_3650027731967167,,,hoy que habia paro de colectivos me hicieron una multa.no era libre hoy???,2025-05-06T20:22:58+0000,0
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_1028452729242302,,,"O sea, se suspenden momentáneamente, mientras ""negocian"" el nuevo contrato. Después vuelven con todo, y no agarrense! Lo único que les importa es recaudar.",2025-05-06T15:55:15+0000,4
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_1913058572842797,,,"Por favor que los semáforos de Libertador, en Beccar, no corten de golpe. Es muy peligroso porque podes tener un accidente grave y además ahí están las foto multas apropósito",2025-05-06T19:41:41+0000,4
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_720233767098089,,,Ver si arregla bien rolón dejaron un escalón haiceon el falta negro lo autos depedo entran entre 2 autos,2025-05-07T13:47:20+0000,0
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_685313907442964,,,Buenos días. En el día de ayer solicité el servicio de barrido en mi cuadra al número 147. En el día de la fecha aún no han pasado.,2025-05-07T13:12:30+0000,0
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_662200523401805,,,Y si señalizan bien donde están en obra ! Así uno no tiene que ir en contramano como pasaba en Dardo Rocha . Es cualquiera la señalización,2025-05-06T14:34:10+0000,1
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_999736265604750,,,Y los que las tuvimos que pagar para renovar el registro???? En este país el que paga pierde !!! Hay que vivir bárrani ..,2025-05-06T14:17:45+0000,1
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_740244888525899,,,"Es necesario que arreglen los canales de contacto con el Juzgado de Faltas. No responden mails, no atienden teléfono, no funciona el WhatsApp. Los que no vivimos en San Isidro tenemos que perder un día de trabajo para hacer un trámite que se podría hacer de forma digital.",2025-05-07T21:26:26+0000,0
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_670297672559957,,,Y los que ya las pagaron ?,2025-05-07T20:53:24+0000,1
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_1112369497574306,,,Ramón Lanús  OCUPATE DE LA SALUD. DA VERGÜENZA SU GESTIÓN. NO SÓLO ARREGLAR CALLES Y VEREDAS.,2025-05-06T22:30:50+0000,0
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_1676595863225620,,,"Opaco. Tocás algo y es irregular. Todo es sospechoso o tiene doble fondo. Brilla, pero raspas un poco....menos mal que ganamos.",2025-05-08T01:27:48+0000,0
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_1891099268370453,,,Ya las cobraron . Quien debe renovar licencias de conducir.  No me hablen de lo anterior.  Hablo de Febrero del 2025. Gracias,2025-05-06T16:58:44+0000,0
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_1598637540820915,,,GRACIAS KICILLOF POR ROBAR CON LAS FOTOMULTAS,2025-05-06T15:05:21+0000,0
261674953942913_978154851185295,Sobre la suspensión temporal de fotomultas por presuntas inconsistencias en los convenios heredados.,2025-05-06T14:15:47+0000,0,18,39,978154851185295_583569984187763,,,"Hace unos días se difundió la noticia que el maldito trotsko tereso de kiciboludoff tenía un acuerdo con la UTN para cagarle la vida a los conductores con este curro. Su ministro correspondiente está acusado de afano por este tema y las Vtv. Me imagino que nuestro municipio (amigo del denominado ladino gobernador) no debe estar ajeno al asunto y ahora sale con ésto. Me pregunto, hasta cuando seguiremos permitiendo que nos garchen?",2025-05-06T16:17:23+0000,0
261674953942913_977648647902582,"Presentamos la Escuela de Formación Municipal: una nueva propuesta para acompañar el desarrollo profesional de quienes hacen posible la gestión pública en San Isidro.

Un espacio para formarse, compartir herramientas y trabajar en equipo, fortaleciendo la vocación de servicio y potenciando las habilidades de quienes día a día construyen un San Isidro mejor.",2025-05-05T20:56:51+0000,0,19,85,977648647902582_709687298220703,,,"Paguen buenos sueldos, y traten a sus empleados dignamente! Lanús se te caen los guantes blancos!",2025-05-07T01:20:44+0000,6
261674953942913_977648647902582,"Presentamos la Escuela de Formación Municipal: una nueva propuesta para acompañar el desarrollo profesional de quienes hacen posible la gestión pública en San Isidro.

Un espacio para formarse, compartir herramientas y trabajar en equipo, fortaleciendo la vocación de servicio y potenciando las habilidades de quienes día a día construyen un San Isidro mejor.",2025-05-05T20:56:51+0000,0,19,85,977648647902582_991654632736485,,,"Rodrigo Irusta Nores y kisilos si sabe un montón nooo,falcicico sus diplomas de facultad,no sabe hablar,todos sus séquitos son unos tránsfugas toda la provincia,mira como roban,obcerva nuestras fuerzas como están, hospitales ambulancia patrulleros escuelas,etc.para que seguir.",2025-05-06T00:00:56+0000,2
